id,order_id,invoice_number,issued_at,due_at,paid_at,total_amount,status
900492,1225,INV-00900492,2023-04-30 02:48:05,2023-05-30 02:48:05,2023-05-17 02:48:05,4618.24,paid
900493,1782,INV-00900493,2023-01-11 08:46:13,2023-02-10 08:46:13,2023-01-23 08:46:13,3511.16,paid
900494,1664,INV-00900494,2023-04-01 02:22:47,2023-05-01 02:22:47,2023-04-04 02:22:47,555.75,paid
900495,509,INV-00900495,2023-01-29 11:04:29,2023-02-28 11:04:29,2023-02-18 11:04:29,231.04,paid
900496,1322,INV-00900496,2023-01-19 00:27:11,2023-02-18 00:27:11,2023-02-13 00:27:11,1664.67,paid
900497,1631,INV-00900497,2023-05-25 20:08:34,2023-06-24 20:08:34,2023-06-03 20:08:34,1117.79,paid
900498,1530,INV-00900498,2023-04-10 03:41:03,2023-05-10 03:41:03,2023-04-29 03:41:03,1112.95,paid
900499,767,INV-00900499,2023-06-14 07:08:26,2023-07-14 07:08:26,,1731.39,issued
900500,51,INV-00900500,2023-04-28 20:11:37,2023-05-28 20:11:37,2023-05-01 20:11:37,589.19,paid
900501,1927,INV-00900501,2023-10-20 11:19:04,2023-11-19 11:19:04,2023-11-04 11:19:04,3923.51,paid
900502,1068,INV-00900502,2023-04-28 11:19:08,2023-05-28 11:19:08,2023-05-13 11:19:08,3612.75,paid
900503,927,INV-00900503,2023-07-21 21:33:16,2023-08-20 21:33:16,2023-08-13 21:33:16,584.28,paid
900504,1740,INV-00900504,2023-07-09 00:24:30,2023-08-08 00:24:30,2023-07-15 00:24:30,4650.31,paid
900505,1517,INV-00900505,2023-08-29 05:12:48,2023-09-28 05:12:48,2023-09-04 05:12:48,1661.64,paid
900506,874,INV-00900506,2023-05-09 15:33:31,2023-06-08 15:33:31,,940.07,issued
900507,1347,INV-00900507,2023-05-24 09:35:51,2023-06-23 09:35:51,2023-06-13 09:35:51,4416.66,paid
900508,921,INV-00900508,2023-03-03 08:21:38,2023-04-02 08:21:38,2023-03-26 08:21:38,1081.83,paid
900509,571,INV-00900509,2023-01-05 21:43:20,2023-02-04 21:43:20,2023-01-23 21:43:20,942.93,paid
900510,668,INV-00900510,2023-09-22 07:20:28,2023-10-22 07:20:28,2023-10-14 07:20:28,4314.56,paid
900511,1081,INV-00900511,2023-02-07 12:35:22,2023-03-09 12:35:22,2023-02-27 12:35:22,1968.79,paid
900512,234,INV-00900512,2023-07-06 11:11:05,2023-08-05 11:11:05,,4070.55,issued
900513,1446,INV-00900513,2023-08-01 01:37:39,2023-08-31 01:37:39,2023-08-23 01:37:39,678.4,paid
900514,242,INV-00900514,2023-08-31 12:52:54,2023-09-30 12:52:54,2023-09-12 12:52:54,3470.25,paid
900515,1047,INV-00900515,2023-06-16 08:46:21,2023-07-16 08:46:21,2023-07-05 08:46:21,1924.71,paid
900516,381,INV-00900516,2023-04-26 00:51:44,2023-05-26 00:51:44,2023-05-17 00:51:44,4654.17,paid
900517,355,INV-00900517,2023-03-22 17:55:29,2023-04-21 17:55:29,2023-03-27 17:55:29,943.62,paid
900518,1725,INV-00900518,2023-05-15 01:26:53,2023-06-14 01:26:53,2023-05-27 01:26:53,4759.69,paid
900519,993,INV-00900519,2023-10-23 16:53:45,2023-11-22 16:53:45,,2051.58,overdue
900520,1008,INV-00900520,2023-06-02 07:50:24,2023-07-02 07:50:24,2023-06-05 07:50:24,2831.34,paid
900521,1630,INV-00900521,2023-09-10 13:21:56,2023-10-10 13:21:56,2023-09-18 13:21:56,2692.67,paid
900522,345,INV-00900522,2023-05-11 03:24:20,2023-06-10 03:24:20,2023-06-05 03:24:20,2481.61,paid
900523,1047,INV-00900523,2023-11-04 03:08:54,2023-12-04 03:08:54,2023-11-29 03:08:54,2720.1,paid
900524,752,INV-00900524,2023-03-29 22:29:07,2023-04-28 22:29:07,,2736.3,overdue
900525,871,INV-00900525,2023-11-09 00:12:02,2023-12-09 00:12:02,,4375.3,overdue
900526,67,INV-00900526,2023-05-15 14:25:53,2023-06-14 14:25:53,2023-05-18 14:25:53,2200.96,paid
900527,241,INV-00900527,2023-09-01 16:21:31,2023-10-01 16:21:31,,4306.63,overdue
900528,1250,INV-00900528,2023-02-11 08:24:40,2023-03-13 08:24:40,2023-02-16 08:24:40,3926.4,paid
900529,1667,INV-00900529,2023-09-17 21:50:20,2023-10-17 21:50:20,2023-10-05 21:50:20,1412.61,paid
900530,1104,INV-00900530,2023-10-06 12:12:59,2023-11-05 12:12:59,,1453.77,overdue
900531,548,INV-00900531,2023-04-12 20:31:59,2023-05-12 20:31:59,2023-05-07 20:31:59,3930.6,paid
900532,1882,INV-00900532,2023-12-01 13:54:11,2023-12-31 13:54:11,,3510.12,issued
900533,272,INV-00900533,2023-08-26 18:40:32,2023-09-25 18:40:32,2023-09-03 18:40:32,3809.75,paid
900534,1385,INV-00900534,2023-06-13 06:10:46,2023-07-13 06:10:46,2023-07-04 06:10:46,1350.9,paid
900535,849,INV-00900535,2023-06-22 07:32:37,2023-07-22 07:32:37,2023-07-17 07:32:37,474.54,paid
900536,1056,INV-00900536,2023-08-11 10:33:46,2023-09-10 10:33:46,2023-08-27 10:33:46,1643.17,paid
900537,6,INV-00900537,2023-11-14 07:18:31,2023-12-14 07:18:31,2023-12-07 07:18:31,1797.53,paid
900538,130,INV-00900538,2023-04-02 09:31:11,2023-05-02 09:31:11,2023-04-16 09:31:11,4125.99,paid
900539,1014,INV-00900539,2023-08-16 12:14:42,2023-09-15 12:14:42,,2741.08,overdue
900540,268,INV-00900540,2023-03-17 06:19:46,2023-04-16 06:19:46,,239.26,issued
900541,1283,INV-00900541,2023-05-10 23:24:26,2023-06-09 23:24:26,2023-05-16 23:24:26,2212.02,paid
900542,2,INV-00900542,2023-05-26 16:38:02,2023-06-25 16:38:02,,4411.92,issued
900543,619,INV-00900543,2023-10-11 14:01:24,2023-11-10 14:01:24,2023-10-23 14:01:24,1259.44,paid
900544,762,INV-00900544,2023-01-25 00:22:26,2023-02-24 00:22:26,2023-02-07 00:22:26,3131.77,paid
900545,1487,INV-00900545,2023-01-07 15:28:31,2023-02-06 15:28:31,2023-01-10 15:28:31,3521.45,paid
900546,3,INV-00900546,2023-09-13 06:38:24,2023-10-13 06:38:24,2023-10-02 06:38:24,1138.69,paid
900547,1393,INV-00900547,2023-05-18 23:39:43,2023-06-17 23:39:43,2023-05-29 23:39:43,4087.37,paid
900548,1762,INV-00900548,2023-05-29 19:11:16,2023-06-28 19:11:16,2023-06-06 19:11:16,1921.52,paid
900549,1497,INV-00900549,2023-11-09 20:14:34,2023-12-09 20:14:34,2023-11-19 20:14:34,694.28,paid
900550,1585,INV-00900550,2023-10-24 00:38:28,2023-11-23 00:38:28,,351.37,issued
900551,1154,INV-00900551,2023-12-27 01:46:45,2024-01-26 01:46:45,2024-01-11 01:46:45,1762.43,paid
900552,437,INV-00900552,2023-02-13 18:29:20,2023-03-15 18:29:20,,4301.21,overdue
900553,178,INV-00900553,2023-11-10 18:54:09,2023-12-10 18:54:09,,1764.16,overdue
900554,880,INV-00900554,2023-07-23 18:54:33,2023-08-22 18:54:33,2023-08-13 18:54:33,430.4,paid
900555,1134,INV-00900555,2023-02-27 02:09:16,2023-03-29 02:09:16,2023-03-09 02:09:16,3897.06,paid
900556,1415,INV-00900556,2023-12-18 00:01:42,2024-01-17 00:01:42,,2593.57,issued
900557,1044,INV-00900557,2023-09-26 09:44:13,2023-10-26 09:44:13,2023-09-28 09:44:13,3921.17,paid
900558,1626,INV-00900558,2023-08-31 05:58:55,2023-09-30 05:58:55,2023-09-08 05:58:55,2502.92,paid
900559,1217,INV-00900559,2023-11-25 04:45:57,2023-12-25 04:45:57,,4934.54,issued
900560,1913,INV-00900560,2023-07-22 19:11:41,2023-08-21 19:11:41,2023-08-10 19:11:41,2110.11,paid
900561,1119,INV-00900561,2023-01-16 17:42:35,2023-02-15 17:42:35,,93.28,issued
900562,139,INV-00900562,2023-12-24 14:27:15,2024-01-23 14:27:15,2023-12-26 14:27:15,4743.91,paid
900563,816,INV-00900563,2023-04-16 13:34:10,2023-05-16 13:34:10,2023-05-03 13:34:10,3837.88,paid
900564,868,INV-00900564,2023-01-06 09:21:13,2023-02-05 09:21:13,2023-01-24 09:21:13,2692.9,paid
900565,313,INV-00900565,2023-08-11 20:57:23,2023-09-10 20:57:23,2023-08-28 20:57:23,4605.42,paid
900566,1996,INV-00900566,2023-10-13 04:28:15,2023-11-12 04:28:15,2023-11-01 04:28:15,3175.13,paid
900567,1710,INV-00900567,2023-02-02 00:35:01,2023-03-04 00:35:01,2023-02-25 00:35:01,2193.06,paid
900568,1953,INV-00900568,2023-08-31 21:53:31,2023-09-30 21:53:31,2023-09-14 21:53:31,588.77,paid
900569,1254,INV-00900569,2023-02-23 21:59:48,2023-03-25 21:59:48,2023-03-19 21:59:48,3293.68,paid
900570,360,INV-00900570,2023-10-31 23:32:20,2023-11-30 23:32:20,2023-11-23 23:32:20,66.64,paid
900571,1017,INV-00900571,2023-07-07 04:57:29,2023-08-06 04:57:29,2023-07-31 04:57:29,1303.64,paid
900572,762,INV-00900572,2023-10-28 14:12:53,2023-11-27 14:12:53,2023-11-01 14:12:53,3859.44,paid
900573,61,INV-00900573,2023-07-13 08:22:08,2023-08-12 08:22:08,2023-07-16 08:22:08,1322.12,paid
900574,1997,INV-00900574,2023-03-11 01:09:09,2023-04-10 01:09:09,2023-03-26 01:09:09,2558.8,paid
900575,114,INV-00900575,2023-04-20 03:21:38,2023-05-20 03:21:38,2023-04-26 03:21:38,1283.03,paid
900576,211,INV-00900576,2023-03-13 19:48:03,2023-04-12 19:48:03,2023-03-30 19:48:03,22.82,paid
900577,1759,INV-00900577,2023-12-25 15:05:47,2024-01-24 15:05:47,2024-01-06 15:05:47,1921.07,paid
900578,308,INV-00900578,2023-10-01 22:42:45,2023-10-31 22:42:45,2023-10-24 22:42:45,3705.92,paid
900579,859,INV-00900579,2023-09-08 12:17:01,2023-10-08 12:17:01,2023-10-02 12:17:01,1606.48,paid
900580,1692,INV-00900580,2023-11-22 03:11:28,2023-12-22 03:11:28,2023-12-09 03:11:28,3369.9,paid
900581,108,INV-00900581,2023-10-01 15:52:27,2023-10-31 15:52:27,,4770.86,issued
900582,142,INV-00900582,2023-05-07 13:43:18,2023-06-06 13:43:18,,1643.23,overdue
900583,1133,INV-00900583,2023-05-12 23:42:36,2023-06-11 23:42:36,2023-05-22 23:42:36,2823.4,paid
900584,623,INV-00900584,2023-02-16 15:10:05,2023-03-18 15:10:05,2023-03-07 15:10:05,4859.57,paid
900585,1583,INV-00900585,2023-09-22 04:06:02,2023-10-22 04:06:02,,761.33,issued
900586,1910,INV-00900586,2023-06-05 23:07:47,2023-07-05 23:07:47,2023-06-17 23:07:47,3183.35,paid
900587,1421,INV-00900587,2023-12-27 11:48:09,2024-01-26 11:48:09,2024-01-18 11:48:09,1887.61,paid
900588,1512,INV-00900588,2023-07-27 20:12:56,2023-08-26 20:12:56,2023-08-04 20:12:56,2104.88,paid
900589,1969,INV-00900589,2023-12-01 18:48:59,2023-12-31 18:48:59,2023-12-04 18:48:59,229.06,paid
900590,475,INV-00900590,2023-04-09 08:57:40,2023-05-09 08:57:40,2023-04-21 08:57:40,2297.71,paid
900591,1532,INV-00900591,2023-11-18 02:51:18,2023-12-18 02:51:18,2023-11-23 02:51:18,3189.71,paid
900592,808,INV-00900592,2023-11-23 02:27:00,2023-12-23 02:27:00,2023-12-07 02:27:00,3315.6,paid
900593,268,INV-00900593,2023-09-01 13:22:50,2023-10-01 13:22:50,2023-09-12 13:22:50,4630.95,paid
900594,805,INV-00900594,2023-01-07 12:07:18,2023-02-06 12:07:18,2023-01-16 12:07:18,1175.72,paid
900595,1933,INV-00900595,2023-09-19 19:02:40,2023-10-19 19:02:40,,785.5,issued
900596,337,INV-00900596,2023-05-15 07:01:54,2023-06-14 07:01:54,2023-05-19 07:01:54,2684.26,paid
900597,1976,INV-00900597,2023-09-16 07:32:47,2023-10-16 07:32:47,2023-09-25 07:32:47,4263.89,paid
900598,186,INV-00900598,2023-10-12 12:55:26,2023-11-11 12:55:26,,1082.95,issued
900599,1755,INV-00900599,2023-07-17 18:35:59,2023-08-16 18:35:59,2023-07-25 18:35:59,4842.32,paid
900600,812,INV-00900600,2023-04-13 22:13:04,2023-05-13 22:13:04,2023-04-22 22:13:04,4102.25,paid
900601,357,INV-00900601,2023-12-16 09:16:36,2024-01-15 09:16:36,,482.68,issued
900602,209,INV-00900602,2023-10-21 19:34:41,2023-11-20 19:34:41,2023-11-15 19:34:41,4913.01,paid
900603,268,INV-00900603,2023-09-21 09:24:55,2023-10-21 09:24:55,2023-10-12 09:24:55,4688.5,paid
900604,173,INV-00900604,2023-03-08 02:39:37,2023-04-07 02:39:37,2023-03-11 02:39:37,118.78,paid
900605,133,INV-00900605,2023-09-21 00:28:50,2023-10-21 00:28:50,2023-09-26 00:28:50,468.97,paid
900606,1736,INV-00900606,2023-07-15 19:32:21,2023-08-14 19:32:21,2023-07-30 19:32:21,262.68,paid
900607,1893,INV-00900607,2023-03-13 08:13:46,2023-04-12 08:13:46,,2485.67,overdue
900608,784,INV-00900608,2023-01-16 08:27:57,2023-02-15 08:27:57,2023-01-23 08:27:57,4542.44,paid
900609,564,INV-00900609,2023-08-10 07:45:41,2023-09-09 07:45:41,,3074.39,issued
900610,1264,INV-00900610,2023-08-28 00:26:00,2023-09-27 00:26:00,2023-09-11 00:26:00,4415.07,paid
900611,982,INV-00900611,2023-11-30 20:48:23,2023-12-30 20:48:23,2023-12-05 20:48:23,2101.98,paid
900612,1317,INV-00900612,2023-04-06 14:55:44,2023-05-06 14:55:44,2023-04-24 14:55:44,3976.28,paid
900613,784,INV-00900613,2022-12-31 10:55:31,2023-01-30 10:55:31,2023-01-16 10:55:31,1726.73,paid
900614,1159,INV-00900614,2023-04-18 12:17:27,2023-05-18 12:17:27,2023-04-24 12:17:27,140.05,paid
900615,1223,INV-00900615,2023-09-10 22:56:00,2023-10-10 22:56:00,,302.37,overdue
900616,967,INV-00900616,2023-04-04 10:59:11,2023-05-04 10:59:11,,4870.16,issued
900617,206,INV-00900617,2023-08-27 00:05:04,2023-09-26 00:05:04,2023-09-14 00:05:04,4083.26,paid
900618,1879,INV-00900618,2023-12-03 16:00:42,2024-01-02 16:00:42,2023-12-16 16:00:42,1780.48,paid
900619,1719,INV-00900619,2023-10-04 17:35:19,2023-11-03 17:35:19,2023-10-15 17:35:19,4032.99,paid
900620,1429,INV-00900620,2023-07-01 02:27:43,2023-07-31 02:27:43,2023-07-24 02:27:43,1764.89,paid
900621,1163,INV-00900621,2023-03-18 18:49:35,2023-04-17 18:49:35,2023-03-25 18:49:35,4185.12,paid
900622,1660,INV-00900622,2023-04-23 04:15:43,2023-05-23 04:15:43,2023-05-09 04:15:43,199.44,paid
900623,116,INV-00900623,2023-09-03 02:05:39,2023-10-03 02:05:39,2023-09-20 02:05:39,2395.17,paid
900624,680,INV-00900624,2023-02-20 16:39:54,2023-03-22 16:39:54,,3587.52,overdue
900625,1882,INV-00900625,2023-07-19 21:49:54,2023-08-18 21:49:54,2023-08-07 21:49:54,3526.43,paid
900626,291,INV-00900626,2023-11-05 04:50:18,2023-12-05 04:50:18,,1874.22,issued
900627,1930,INV-00900627,2023-01-26 09:35:49,2023-02-25 09:35:49,2023-02-06 09:35:49,1515.81,paid
900628,280,INV-00900628,2023-10-12 08:05:39,2023-11-11 08:05:39,,3249.41,overdue
900629,357,INV-00900629,2023-01-03 03:32:21,2023-02-02 03:32:21,2023-01-23 03:32:21,3937.09,paid
900630,458,INV-00900630,2023-01-25 02:33:26,2023-02-24 02:33:26,,1541.05,overdue
900631,1411,INV-00900631,2023-08-03 19:21:49,2023-09-02 19:21:49,2023-08-04 19:21:49,4744.45,paid
900632,1943,INV-00900632,2023-03-13 09:44:33,2023-04-12 09:44:33,,918.59,issued
900633,652,INV-00900633,2023-02-21 15:57:27,2023-03-23 15:57:27,2023-02-25 15:57:27,4684.07,paid
900634,289,INV-00900634,2023-07-15 21:10:02,2023-08-14 21:10:02,2023-07-26 21:10:02,847.76,paid
900635,1814,INV-00900635,2023-11-16 00:43:52,2023-12-16 00:43:52,2023-11-27 00:43:52,2238.68,paid
900636,544,INV-00900636,2023-09-15 14:54:53,2023-10-15 14:54:53,2023-09-27 14:54:53,1290.72,paid
900637,222,INV-00900637,2023-12-31 22:14:50,2024-01-30 22:14:50,2024-01-24 22:14:50,2104.07,paid
900638,341,INV-00900638,2023-06-03 06:02:51,2023-07-03 06:02:51,,2734.66,overdue
900639,208,INV-00900639,2023-04-30 02:57:14,2023-05-30 02:57:14,2023-05-22 02:57:14,1135.66,paid
900640,925,INV-00900640,2023-11-24 22:47:01,2023-12-24 22:47:01,2023-12-05 22:47:01,1313.03,paid
900641,215,INV-00900641,2023-11-24 11:33:19,2023-12-24 11:33:19,2023-12-07 11:33:19,812.91,paid
900642,154,INV-00900642,2023-03-26 20:36:37,2023-04-25 20:36:37,2023-04-15 20:36:37,4467.2,paid
900643,1443,INV-00900643,2023-12-16 08:17:46,2024-01-15 08:17:46,,3040.51,issued
900644,890,INV-00900644,2023-10-12 22:03:01,2023-11-11 22:03:01,2023-10-19 22:03:01,4872.25,paid
900645,839,INV-00900645,2023-01-09 03:49:32,2023-02-08 03:49:32,2023-02-02 03:49:32,2705.23,paid
900646,1353,INV-00900646,2023-08-09 13:10:20,2023-09-08 13:10:20,2023-08-11 13:10:20,1970.58,paid
900647,1126,INV-00900647,2023-04-24 18:24:29,2023-05-24 18:24:29,2023-04-25 18:24:29,2143.75,paid
900648,604,INV-00900648,2023-01-27 01:14:29,2023-02-26 01:14:29,2023-02-03 01:14:29,493.96,paid
900649,424,INV-00900649,2023-10-05 00:45:52,2023-11-04 00:45:52,2023-10-08 00:45:52,2373.12,paid
900650,237,INV-00900650,2023-07-27 09:31:44,2023-08-26 09:31:44,2023-08-18 09:31:44,1332.37,paid
900651,1315,INV-00900651,2023-03-28 09:53:27,2023-04-27 09:53:27,2023-04-10 09:53:27,1853.31,paid
900652,913,INV-00900652,2023-12-09 14:24:50,2024-01-08 14:24:50,2023-12-18 14:24:50,1138.95,paid
900653,551,INV-00900653,2023-03-18 21:45:21,2023-04-17 21:45:21,2023-04-10 21:45:21,3340.67,paid
900654,176,INV-00900654,2023-01-23 11:28:59,2023-02-22 11:28:59,,4853.82,overdue
900655,1208,INV-00900655,2023-09-06 03:50:39,2023-10-06 03:50:39,2023-09-19 03:50:39,4093.84,paid
900656,858,INV-00900656,2023-04-01 06:42:44,2023-05-01 06:42:44,2023-04-09 06:42:44,2386.55,paid
900657,162,INV-00900657,2023-06-12 22:44:09,2023-07-12 22:44:09,2023-06-29 22:44:09,4004.25,paid
900658,1388,INV-00900658,2023-02-17 18:37:54,2023-03-19 18:37:54,2023-03-14 18:37:54,2250.71,paid
900659,1944,INV-00900659,2023-10-07 16:17:08,2023-11-06 16:17:08,,222.95,issued
900660,161,INV-00900660,2023-01-16 08:08:53,2023-02-15 08:08:53,2023-02-06 08:08:53,747.91,paid
900661,1219,INV-00900661,2023-08-21 12:21:30,2023-09-20 12:21:30,,444.27,issued
900662,1140,INV-00900662,2023-06-11 03:54:02,2023-07-11 03:54:02,2023-06-20 03:54:02,2603.24,paid
900663,1879,INV-00900663,2023-12-25 01:18:55,2024-01-24 01:18:55,2024-01-08 01:18:55,571.47,paid
900664,307,INV-00900664,2023-10-17 03:22:16,2023-11-16 03:22:16,2023-11-11 03:22:16,4824.51,paid
900665,206,INV-00900665,2023-11-07 03:30:48,2023-12-07 03:30:48,,4338.7,overdue
900666,1803,INV-00900666,2023-07-08 09:02:24,2023-08-07 09:02:24,2023-07-29 09:02:24,2433.07,paid
900667,1248,INV-00900667,2023-05-03 22:38:10,2023-06-02 22:38:10,2023-05-16 22:38:10,727.82,paid
900668,1247,INV-00900668,2023-01-17 09:22:26,2023-02-16 09:22:26,2023-01-28 09:22:26,3455.66,paid
900669,101,INV-00900669,2023-05-02 14:13:17,2023-06-01 14:13:17,,1695.95,issued
900670,1626,INV-00900670,2023-07-29 12:40:44,2023-08-28 12:40:44,2023-08-14 12:40:44,4292.59,paid
900671,1403,INV-00900671,2023-11-11 15:42:02,2023-12-11 15:42:02,2023-12-05 15:42:02,2221.12,paid
900672,1692,INV-00900672,2023-07-20 14:11:27,2023-08-19 14:11:27,2023-08-09 14:11:27,3231.32,paid
900673,385,INV-00900673,2023-05-19 16:18:13,2023-06-18 16:18:13,,3707.31,overdue
900674,1556,INV-00900674,2023-04-11 10:23:11,2023-05-11 10:23:11,,337.43,issued
900675,1454,INV-00900675,2023-04-16 09:18:48,2023-05-16 09:18:48,2023-05-03 09:18:48,4397.87,paid
900676,60,INV-00900676,2023-10-04 16:58:55,2023-11-03 16:58:55,,4186.51,issued
900677,511,INV-00900677,2023-12-15 07:22:53,2024-01-14 07:22:53,2023-12-27 07:22:53,3526.12,paid
900678,562,INV-00900678,2023-06-26 07:05:54,2023-07-26 07:05:54,2023-07-17 07:05:54,4616.14,paid
900679,1396,INV-00900679,2023-12-16 15:11:29,2024-01-15 15:11:29,2024-01-05 15:11:29,2236.06,paid
900680,1968,INV-00900680,2023-05-03 02:37:57,2023-06-02 02:37:57,2023-05-15 02:37:57,825.93,paid
900681,1832,INV-00900681,2023-08-21 20:42:33,2023-09-20 20:42:33,2023-09-03 20:42:33,257.76,paid
900682,1749,INV-00900682,2023-03-14 16:11:49,2023-04-13 16:11:49,,3391.7,issued
900683,552,INV-00900683,2023-02-01 09:05:26,2023-03-03 09:05:26,2023-02-26 09:05:26,4836.02,paid
900684,1398,INV-00900684,2023-12-27 06:44:20,2024-01-26 06:44:20,,3009.7,issued
900685,18,INV-00900685,2023-09-08 14:48:39,2023-10-08 14:48:39,2023-09-18 14:48:39,3566.58,paid
900686,1453,INV-00900686,2023-02-05 13:58:26,2023-03-07 13:58:26,2023-02-18 13:58:26,4259.42,paid
900687,941,INV-00900687,2023-08-24 16:03:19,2023-09-23 16:03:19,2023-09-15 16:03:19,2607.98,paid
900688,1278,INV-00900688,2023-06-11 02:43:11,2023-07-11 02:43:11,2023-06-28 02:43:11,4997.15,paid
900689,1980,INV-00900689,2023-06-23 03:33:29,2023-07-23 03:33:29,2023-07-13 03:33:29,1420.56,paid
900690,1402,INV-00900690,2023-11-06 06:27:38,2023-12-06 06:27:38,2023-11-15 06:27:38,3206.57,paid
900691,1765,INV-00900691,2023-08-12 14:29:31,2023-09-11 14:29:31,2023-09-02 14:29:31,1500.97,paid
900692,308,INV-00900692,2023-04-11 15:15:04,2023-05-11 15:15:04,,3306.05,overdue
900693,1395,INV-00900693,2023-10-21 23:04:24,2023-11-20 23:04:24,2023-10-31 23:04:24,1304.54,paid
900694,858,INV-00900694,2023-06-07 09:51:49,2023-07-07 09:51:49,2023-06-26 09:51:49,3543.26,paid
900695,1172,INV-00900695,2023-09-25 11:30:21,2023-10-25 11:30:21,2023-10-03 11:30:21,3434.73,paid
900696,1308,INV-00900696,2023-05-02 10:56:52,2023-06-01 10:56:52,2023-05-08 10:56:52,4204.79,paid
900697,1796,INV-00900697,2023-03-21 17:24:19,2023-04-20 17:24:19,2023-04-06 17:24:19,648.44,paid
900698,530,INV-00900698,2023-03-20 17:20:05,2023-04-19 17:20:05,,3275.63,overdue
900699,456,INV-00900699,2023-07-03 15:52:08,2023-08-02 15:52:08,2023-07-13 15:52:08,2108.16,paid
900700,1817,INV-00900700,2023-07-15 10:28:03,2023-08-14 10:28:03,2023-07-25 10:28:03,2324.17,paid
900701,242,INV-00900701,2023-05-05 22:02:45,2023-06-04 22:02:45,,2366.38,issued
900702,399,INV-00900702,2023-04-19 19:38:16,2023-05-19 19:38:16,,2653.89,overdue
900703,847,INV-00900703,2023-12-04 18:30:38,2024-01-03 18:30:38,2023-12-11 18:30:38,1719.92,paid
900704,1167,INV-00900704,2023-05-11 18:47:08,2023-06-10 18:47:08,2023-06-03 18:47:08,909.98,paid
900705,166,INV-00900705,2023-04-26 11:53:22,2023-05-26 11:53:22,2023-05-02 11:53:22,1573.94,paid
900706,119,INV-00900706,2023-12-29 07:32:29,2024-01-28 07:32:29,2024-01-23 07:32:29,3869.98,paid
900707,1181,INV-00900707,2023-10-11 06:10:31,2023-11-10 06:10:31,,655.74,issued
900708,889,INV-00900708,2023-02-10 08:21:57,2023-03-12 08:21:57,2023-02-26 08:21:57,1922.75,paid
900709,78,INV-00900709,2023-04-02 16:44:23,2023-05-02 16:44:23,2023-04-03 16:44:23,4461.11,paid
900710,1551,INV-00900710,2023-04-04 17:03:41,2023-05-04 17:03:41,2023-04-05 17:03:41,3137.17,paid
900711,510,INV-00900711,2023-09-07 11:27:46,2023-10-07 11:27:46,2023-09-11 11:27:46,1923.92,paid
900712,1206,INV-00900712,2023-07-28 17:55:09,2023-08-27 17:55:09,2023-07-30 17:55:09,1498.03,paid
900713,596,INV-00900713,2023-05-12 05:03:25,2023-06-11 05:03:25,2023-05-23 05:03:25,2173.99,paid
900714,1407,INV-00900714,2023-10-24 11:31:18,2023-11-23 11:31:18,,1802.66,overdue
900715,386,INV-00900715,2023-10-08 09:18:47,2023-11-07 09:18:47,2023-10-16 09:18:47,3638.57,paid
900716,269,INV-00900716,2023-09-14 23:12:08,2023-10-14 23:12:08,2023-09-20 23:12:08,624.58,paid
900717,1457,INV-00900717,2023-02-01 22:38:23,2023-03-03 22:38:23,2023-02-22 22:38:23,1286.39,paid
900718,1096,INV-00900718,2023-02-15 22:13:52,2023-03-17 22:13:52,2023-02-17 22:13:52,3313.23,paid
900719,1339,INV-00900719,2023-12-21 22:14:38,2024-01-20 22:14:38,2024-01-04 22:14:38,2227.13,paid
900720,254,INV-00900720,2023-03-26 14:47:54,2023-04-25 14:47:54,2023-03-31 14:47:54,1035.42,paid
900721,1405,INV-00900721,2023-02-12 23:39:41,2023-03-14 23:39:41,2023-03-06 23:39:41,513.89,paid
900722,1066,INV-00900722,2023-08-15 01:19:29,2023-09-14 01:19:29,2023-08-20 01:19:29,2099.94,paid
900723,1841,INV-00900723,2023-11-08 05:22:26,2023-12-08 05:22:26,2023-11-12 05:22:26,1420.71,paid
900724,1608,INV-00900724,2023-11-07 05:52:41,2023-12-07 05:52:41,2023-11-14 05:52:41,3892.01,paid
900725,1703,INV-00900725,2023-04-08 16:39:27,2023-05-08 16:39:27,2023-04-22 16:39:27,1483.8,paid
900726,81,INV-00900726,2023-03-26 05:55:42,2023-04-25 05:55:42,,1659.71,overdue
900727,6,INV-00900727,2023-12-25 20:45:35,2024-01-24 20:45:35,,754.23,overdue
900728,185,INV-00900728,2023-04-14 21:16:04,2023-05-14 21:16:04,2023-04-18 21:16:04,4524.85,paid
900729,1320,INV-00900729,2023-09-04 07:22:13,2023-10-04 07:22:13,,1327.98,overdue
900730,103,INV-00900730,2023-11-10 17:38:22,2023-12-10 17:38:22,,1807.47,overdue
900731,1387,INV-00900731,2023-07-24 08:29:24,2023-08-23 08:29:24,2023-07-28 08:29:24,4257.72,paid
900732,1824,INV-00900732,2023-12-08 23:38:53,2024-01-07 23:38:53,,1650.02,issued
900733,1832,INV-00900733,2023-05-21 01:21:39,2023-06-20 01:21:39,2023-06-14 01:21:39,473.83,paid
900734,1670,INV-00900734,2023-07-09 17:20:31,2023-08-08 17:20:31,2023-07-22 17:20:31,4811.93,paid
900735,557,INV-00900735,2023-06-17 06:35:16,2023-07-17 06:35:16,,574.15,issued
900736,1426,INV-00900736,2023-12-01 18:11:48,2023-12-31 18:11:48,2023-12-20 18:11:48,2418.55,paid
900737,1166,INV-00900737,2023-01-18 08:02:50,2023-02-17 08:02:50,2023-01-31 08:02:50,3898.03,paid
